0.22932	-0.03822	10.01364
0.11466	-0.68796	10.01364
0.5733	-0.11466	9.82254
-0.30576	-0.1911	9.9372
0.80262	0	9.59322
-0.15288	-0.22932	9.63144
0.45864	-0.45864	10.05186
0.26754	-0.1911	9.70788
0.53508	-0.1911	9.63144
0.22932	-0.34398	9.82254
0.45864	-0.26754	10.5105
0.03822	-0.3822	10.62516
0.1911	0	9.9372
-0.11466	-0.1911	10.16652
0.34398	-0.30576	10.54872
-0.07644	-0.7644	10.66338
0.84084	-0.87906	10.28118
-0.26754	-0.45864	10.05186
0.26754	-0.5733	10.20474
0.03822	-0.11466	10.28118
0.26754	-0.30576	10.66338
-0.11466	-0.22932	10.24296
0.3822	0.03822	10.24296
-0.03822	-0.07644	10.24296
0.3822	0	10.3194
0.03822	0	10.09008
0.1911	0.15288	9.86076
0.30576	0.03822	9.86076
0.07644	0.11466	10.16652
0.26754	0.03822	10.3194
0.11466	0	10.16652
0.45864	-0.03822	10.20474
-0.07644	0	10.1283
0.64974	-0.03822	10.77804
0.15288	0.11466	10.39584
0.3822	-0.07644	9.9372
0.34398	-0.03822	9.51678
0.61152	-0.22932	9.59322
-0.07644	-0.11466	9.86076
0.68796	-0.34398	9.7461
0	-0.30576	9.555
0.68796	-0.42042	9.70788
0.11466	-0.34398	9.89898
0.49686	-0.45864	10.16652
0.15288	-0.64974	9.82254
0.64974	-0.42042	9.82254
0	-0.61152	9.82254
0.30576	-0.61152	9.97542
0.07644	-0.64974	9.82254
0.22932	-0.42042	9.78432
-0.03822	-0.49686	9.66966
0.22932	-0.1911	9.86076
-0.15288	-0.45864	9.89898
0.30576	-0.3822	9.82254
-0.1911	-0.49686	9.32568
0.1911	-0.30576	9.51678
-0.07644	-0.64974	9.51678
0.07644	-0.26754	9.59322
-0.03822	-0.61152	8.75238
0.53508	-0.42042	8.67594
0.03822	-0.64974	8.25552
0.1911	-0.3822	8.82882
-0.34398	-0.30576	8.44662
-0.11466	-0.49686	8.4084
-0.34398	-0.30576	8.2173
0	-0.26754	8.29374
0.11466	-0.42042	8.63772
0.11466	-0.07644	8.4084
0.64974	-0.49686	8.10264
0.26754	-0.42042	8.56128
0.45864	-0.87906	9.09636
0.07644	-0.1911	8.7906
0.07644	-0.91728	8.4084
0.15288	-0.53508	8.5995
0.11466	-0.72618	9.01992
0.03822	-0.5733	8.7906
0.22932	-0.42042	8.75238
-0.07644	-0.3822	8.48484
0.3822	-0.26754	8.56128
0.30576	-0.30576	8.7906
0.30576	-0.45864	9.09636
0.11466	-0.3822	8.90526
0.30576	-0.30576	8.94348
0.15288	-0.30576	9.21102
0.03822	-0.30576	9.70788
0.11466	-0.30576	9.78432
0.03822	-0.03822	9.89898
0.26754	-0.34398	10.1283
0.11466	0.15288	10.28118
0.03822	-0.22932	9.9372
0.07644	0.42042	9.63144
0.22932	0.03822	9.51678
0.11466	0.34398	10.3194
0.1911	0.22932	11.00736
0.15288	0.03822	10.81626
0.30576	-0.30576	10.3194
0.22932	-0.07644	10.24296
0.42042	0	10.62516
0.11466	0	11.04558
0.30576	-0.07644	10.3194
-0.11466	0	10.09008
0.07644	-0.07644	10.62516
0.26754	0.15288	10.77804
-0.07644	-0.22932	10.73982
0.34398	-0.03822	10.85448
-0.03822	0.11466	10.73982
0.45864	-0.07644	11.0838
-0.15288	-0.1911	10.93092
0.34398	-0.22932	10.66338
-0.22932	-0.34398	10.39584
0.42042	-0.1911	10.66338
0	-0.3822	10.58694
0.22932	-0.11466	10.28118
0.11466	-0.87906	10.28118
0.61152	-0.15288	9.82254
0.03822	-0.53508	9.82254
0.1911	-0.26754	10.05186
0.07644	-0.3822	9.66966
0.22932	-0.26754	9.44034
0.30576	-0.5733	9.05814
0.07644	-0.30576	9.40212
-0.07644	-0.68796	9.70788
0.07644	-0.64974	9.51678
0.03822	-0.80262	9.555
0.07644	-0.68796	9.3639
0.26754	-0.87906	9.40212
0.53508	-0.84084	9.44034
-0.07644	-1.10838	9.21102
0.45864	-0.99372	9.3639
0	-0.9555	9.82254
0.1911	-1.03194	9.59322
0.07644	-0.99372	9.24924
0.1911	-0.7644	8.63772
0.22932	-0.87906	8.56128
0.07644	-0.61152	8.52306
0.07644	-0.61152	8.56128
0.15288	-0.61152	8.2173
0.3822	-0.45864	8.0262
0.15288	-0.61152	8.14086
0.30576	-0.49686	8.29374
0.42042	-0.5733	8.2173
0.1911	-0.34398	7.79688
0.34398	-0.34398	7.79688
0.07644	0.03822	8.33196
0.15288	-0.26754	8.90526
0	-0.22932	9.09636
0.3822	-0.42042	8.90526
0	0.11466	9.01992
0.03822	-0.49686	9.21102
0.07644	-0.30576	9.7461
-0.15288	-0.3822	9.44034
0.61152	-0.22932	9.44034
0	-0.11466	9.51678
0.3822	-0.42042	9.9372
-0.03822	-0.11466	9.44034
0.30576	-0.15288	9.01992
-0.03822	-0.30576	8.71416
0.64974	-0.03822	9.13458
-0.26754	-0.1911	9.1728
0.61152	-0.07644	9.05814
-0.03822	-0.22932	9.05814
0.3822	0.1911	9.24924
-0.30576	-0.07644	9.66966
0.30576	0.1911	9.89898
-0.22932	0.22932	9.86076
0	0.53508	10.7016
0.1911	-0.30576	11.466
-0.61152	0.22932	10.81626
0.42042	0	10.24296
-0.11466	0.61152	10.43406
0.11466	0.07644	10.28118
0.1911	0.5733	11.12202
0	0.1911	11.54244
-0.03822	0.30576	11.42778
0.26754	0.26754	10.96914
0.03822	0.53508	11.19846
0.15288	0.03822	11.35134
0.11466	0.11466	10.8927
0.15288	0.1911	10.47228
0.15288	0.11466	10.28118
0.22932	0.34398	10.54872
0.11466	0.1911	10.54872
0.07644	0.07644	10.58694
0.68796	-0.07644	10.01364
0.15288	-0.22932	10.35762
0.61152	-0.1911	10.16652
0.1911	-0.45864	10.20474
0.49686	-0.34398	9.9372
0.07644	-0.3822	10.09008
0.34398	-0.26754	10.35762
0.03822	-0.61152	10.66338
0.22932	-0.53508	10.09008
0.26754	-0.45864	9.82254
0.1911	-0.72618	9.9372
0.1911	-0.53508	10.20474
0	-0.72618	10.01364
-0.22932	-0.53508	9.89898
0.26754	-0.5733	9.63144
0.03822	-0.5733	9.82254
0.22932	-0.7644	9.89898
0.03822	-0.45864	9.70788
0.34398	-0.5733	8.7906
0.22932	-0.42042	8.56128
0.22932	-0.34398	8.33196
0.49686	-0.80262	8.71416
-0.03822	-0.5733	8.4084
0.42042	-0.64974	7.98798
0.07644	-0.64974	8.14086
0.30576	-0.87906	8.7906
0	-0.9555	8.75238
-0.45864	-0.64974	8.7906
-0.1911	-1.10838	8.86704
-0.11466	-0.84084	8.90526
0.11466	-1.10838	8.7906
0.07644	-0.72618	8.29374
0.53508	-0.91728	7.98798
0.5733	-0.68796	8.44662
0.30576	-0.7644	8.52306
0.49686	-0.72618	9.13458
0.22932	-1.26126	9.01992
0.26754	-0.30576	8.9817
0.15288	-0.9555	9.1728
0.07644	-0.30576	8.75238
0.30576	-0.61152	8.75238
0.30576	-0.1911	8.63772
0.22932	-0.3822	8.44662
0.3822	0.07644	9.05814
0.03822	0	9.09636
0.03822	0.03822	9.05814
0.07644	0.11466	9.05814
0.11466	-0.11466	9.40212
-0.03822	-0.1911	9.86076
0.3822	-0.1911	9.63144
-0.30576	-0.3822	9.47856
0.1911	-0.03822	9.44034
0.07644	-0.15288	9.63144
0.11466	-0.07644	10.09008
0.07644	-0.53508	9.66966
0.45864	-0.07644	10.05186
0.07644	-0.34398	10.24296
0.45864	-0.26754	10.66338
0	-0.49686	10.77804
0	-0.34398	10.05186
0.03822	-0.34398	10.16652
0.1911	-0.11466	10.05186
-0.22932	-0.30576	10.16652
0.30576	-0.15288	9.97542
0.03822	-0.03822	9.82254
0.07644	0	9.97542
-0.11466	0.11466	10.20474
0.26754	0	10.05186
-0.07644	-0.03822	9.78432
0.3822	0.07644	9.7461
-0.07644	-0.07644	9.70788
0.11466	0	9.86076
0.03822	-0.03822	9.89898
0.15288	0.11466	9.51678
-0.15288	0.22932	9.78432
-0.03822	0.34398	10.1283
-0.03822	0.1911	10.54872
-0.1911	0.03822	10.28118
0.22932	0.49686	10.09008
0.07644	0.15288	9.66966
0.7644	0.3822	10.05186
0.03822	0.3822	9.97542
0.26754	0.22932	10.01364
0.11466	0.42042	10.01364
0.26754	0.03822	10.7016
-0.07644	0.26754	10.3194
0.34398	-0.03822	10.24296
0.1911	0	10.05186
0.53508	-0.03822	9.9372
0.07644	-0.03822	9.78432
0.42042	0	9.97542
-0.11466	-0.26754	9.89898
0.72618	-0.03822	9.89898
-0.1911	-0.22932	10.28118
0.34398	-0.30576	10.73982
0.07644	-0.49686	10.54872
0.3822	-0.49686	10.1283
-0.15288	-0.61152	9.86076
0.42042	-0.42042	9.78432
-0.03822	-0.7644	9.82254
0.22932	-0.61152	9.7461
0	-0.61152	9.3639
0.45864	-0.7644	9.9372
-0.22932	-0.87906	9.78432
0.45864	-0.68796	9.7461
-0.11466	-0.99372	9.3639
0.5733	-0.99372	9.40212
0.11466	-0.80262	8.86704
0.3822	-0.91728	8.82882
-0.03822	-0.68796	8.86704
0.34398	-0.34398	8.29374
0.07644	-0.87906	8.67594
0.34398	-0.11466	9.21102
0	-0.84084	9.28746
0.34398	-0.30576	9.1728
0.1911	-0.42042	8.86704
0.11466	-0.42042	8.9817
0.03822	-0.53508	9.28746
0.30576	-0.45864	8.94348
0.07644	-0.15288	8.63772
0.1911	-0.22932	8.44662
0	-0.03822	8.9817
0.15288	-0.45864	9.24924
0	0	9.05814
0.22932	-0.15288	8.37018
0	-0.03822	8.9817
0.34398	-0.5733	8.90526
0.11466	-0.15288	9.51678
0.1911	-0.53508	9.21102
0.30576	0.15288	9.3639
0.03822	0.15288	9.40212
0.61152	-0.7644	9.97542
-0.15288	-0.11466	9.3639
0.15288	-0.1911	9.59322
-0.49686	-0.26754	9.66966
0.22932	0.03822	10.05186
-0.03822	-0.30576	10.24296
0.34398	0.49686	10.43406
0.11466	-0.34398	10.43406
0.30576	0.3822	10.24296
0.11466	-0.30576	9.89898
0.49686	0.34398	10.09008
-0.1911	-0.15288	9.63144
0.64974	0.34398	10.24296
0.07644	0.15288	11.00736
0.07644	-0.1911	11.69532
0.11466	0.15288	10.96914
0.1911	0.34398	10.73982
0.45864	0.07644	10.96914
0.45864	0.26754	11.16024
0.26754	-0.07644	11.35134
0.03822	-0.1911	11.50422
0	0.03822	10.47228
0.80262	0.11466	10.3194
-0.11466	0.03822	10.62516
0.5733	0.1911	10.62516
-0.22932	0.26754	10.28118
0.72618	-0.07644	10.62516
-0.03822	0.11466	10.66338
0.53508	0	10.73982
-0.07644	-0.03822	10.62516
0.72618	-0.07644	11.00736
-0.07644	-0.42042	11.00736
0.34398	-0.3822	10.62516
0	-0.03822	9.89898
0.3822	-0.3822	9.86076
0	-0.11466	10.09008
0.42042	-0.42042	10.05186
0	-0.9555	10.5105
0.07644	-0.26754	9.63144
0.15288	-1.1466	8.52306
0.64974	-0.49686	9.21102
0.03822	-0.72618	9.1728
0.91728	-0.91728	9.28746
-0.07644	-0.68796	9.59322
0.3822	-1.03194	9.13458
-0.30576	-0.45864	8.86704
0.03822	-0.99372	9.13458
0	-0.99372	8.75238
-0.1911	-0.53508	8.37018
0.1911	-1.07016	8.63772
0	-0.61152	8.90526
0.11466	-1.22304	8.86704
-0.22932	-0.49686	8.37018
0.3822	-1.03194	8.52306
-0.22932	-0.91728	8.48484
0.49686	-0.99372	8.75238
-0.15288	-0.91728	8.67594
0.53508	-1.07016	8.33196
